Período;Região;Entidade;Localização Geográfica;Utentes Inscritos com Hipertensão Arterial, com pressão arterial inferior a 150/90 mmHg nos últimos 6 meses;Hipertensos < 65 Anos, com Pressão Arterial < 150/90
2020-04;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;6909;37.37827
2020-04;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;7168;27.77218
2020-04;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;2575;21.36043
2020-04;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;5651;30.31327
2020-04;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;3624;27.83196
2020-04;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;3585;37.97669
2020-04;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;2947;32.51683
2020-04;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;5637;37.38312
2020-04;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;2803;33.21484
2020-05;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;3914;38.26376
2020-05;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;11047;36.03771
2020-05;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;6679;31.84571
2020-05;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;4161;24.87298
2020-05;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;6732;36.01541
2020-05;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;4351;33.45379
2020-05;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;3292;33.8335
2020-05;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;7084;49.37618
2020-05;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;4458;47.42553
2020-05;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;3130;36.98015
2020-05;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;6433;37.90584
2020-06;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;2363;19.9662
2020-06;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;9749;32.38655
2020-06;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;1280;19.32075
2020-06;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;7578;36.05996
2020-06;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;8490;32.77739
2020-06;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;3895;27.84729
2020-06;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;4937;34.86828
2020-06;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;12817;54.50563
2020-06;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;6992;36.28438
2020-06;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;4575;48.2188
2020-06;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;6815;45.02213
2020-06;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;6173;51.75652
2020-06;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;5201;35.48717
2020-07;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;606;6.80058
2020-07;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;1190;11.5366
2020-07;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;1341;7.31627
2020-07;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;715;6.53625
2020-07;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;217;6.70788
2020-07;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;761;5.91573
2020-07;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;1196;8.30729
2020-07;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;600;8.45189
2020-07;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;2135;14.7567
2020-07;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;1005;10.95965
2020-07;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;1452;9.57594
2020-07;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;1187;9.93721
2020-07;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;1035;8.6524
2020-07;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;1571;9.23412
2020-08;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;2295;12.4647
2020-08;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;3750;12.38646
2020-08;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;1238;11.28944
2020-08;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;1320;9.36502
2020-08;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;1363;9.64614
2020-08;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;2054;15.64356
2020-08;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;3665;25.22541
2020-08;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;1625;17.64961
2020-08;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;1307;19.08308
2020-08;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;2520;26.59631
2020-08;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;2046;17.08274
2020-08;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2619;15.36882
2020-08;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;4127;25.08815
2020-09;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;2684;17.81731
2020-09;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1071;26.12195
2020-09;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1093;18.21363
2020-09;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;476;14.62815
2020-09;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;4376;20.60167
2020-09;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;2065;14.53202
2020-09;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;3446;17.73911
2020-09;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;4387;30.29487
2020-09;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;2925;32.39203
2020-09;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;2924;24.3687
2020-09;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;2680;23.06368
2020-09;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;4053;25.68929
2020-10;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;3348;22.11653
2020-10;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;1761;19.47147
2020-10;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;3393;32.54988
2020-10;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1373;33.08434
2020-10;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;7165;23.44261
2020-10;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;1078;15.92084
2020-10;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;5652;26.50783
2020-10;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2353;18.06803
2020-10;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;4457;22.84821
2020-10;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;3825;39.80229
2020-10;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;5351;36.81205
2020-10;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;4385;28.72396
2020-10;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;5122;32.36037
2020-11;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;2735;24.424
2020-11;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;11164;35.53943
2020-11;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1593;26.22654
2020-11;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;3211;22.46397
2020-11;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;3721;21.57727
2020-11;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;2752;16.52555
2020-11;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;7051;36.82561
2020-11;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;4469;46.23422
2020-11;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;7755;46.71687
2020-12;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;4310;40.96569
2020-12;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;12433;39.39106
2020-12;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1714;28.11219
2020-12;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2844;25.53421
2020-12;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;7542;35.03833
2020-12;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;3526;24.56116
2020-12;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;3145;23.85829
2020-12;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;3102;18.41277
2020-12;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;7767;40.39212
2020-12;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;3570;38.14918
2020-12;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;4136;35.17306
2020-12;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;6497;40.77956
2020-12;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;4590;30.8302
2021-01;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;419;3.96705
2021-01;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;356;9.11418
2021-01;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;1437;8.06352
2021-01;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;408;3.72909
2021-01;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;843;6.25139
2021-01;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;2507;11.16654
2021-01;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;1252;7.69042
2021-01;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;733;6.68857
2021-02;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;891;8.38115
2021-02;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;1503;15.20947
2021-02;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;668;16.88574
2021-02;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;541;9.45639
2021-02;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;2932;16.25457
2021-02;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;1373;14.94503
2021-02;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;1891;19.42875
2021-02;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;958;14.63713
2021-02;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;1483;17.48615
2021-02;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;1638;11.36238
2021-02;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;2549;15.45692
2021-02;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1476;13.26146
2021-02;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;1124;13.69062
2021-02;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;1927;13.75348
2014-01;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;1384;12.95031
2014-01;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;2105;20.53058
2014-01;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;2359;13.11649
2014-01;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;2094;11.69571
2014-01;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;1633;12.20114
2014-01;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;4755;19.6927
2014-01;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;2552;13.19477
2014-01;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;1314;16.79019
2014-01;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;1419;12.99451
2014-01;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;2078;15.13364
2014-01;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;2781;17.23582
2014-01;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;3217;17.20321
2014-01;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;2456;15.44266
2014-01;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2120;13.62118
2014-01;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;2671;20.93752
2014-02;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;4244;27.40717
2014-02;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;3304;32.04345
2014-02;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;5146;18.29754
2014-02;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;507;17.11681
2014-02;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;3207;16.33308
2014-02;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;2338;20.51057
2014-02;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;2688;19.34787
2014-02;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;4479;22.96099
2014-02;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;2607;28.90885
2014-02;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;3345;33.82546
2014-02;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;3595;29.44308
2014-03;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;5803;37.17727
2014-03;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;2119;25.60725
2014-03;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;718;19.97774
2014-03;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;7316;25.79872
2014-03;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;2991;26.73639
2014-03;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;3306;28.57637
2014-03;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;3531;26.06866
2014-03;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;3702;26.36564
2014-03;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;3459;30.15693
2014-03;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;11186;45.60688
2014-03;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;3833;32.52716
2014-03;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;3739;33.71506
2014-03;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;3695;40.69383
2014-03;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;6931;53.2744
2014-03;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;3605;38.12797
2014-04;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;3970;36.2524
2014-04;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;3562;31.80925
2014-04;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;830;27.3296
2014-04;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2346;30.38467
2014-04;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;4520;28.67656
2014-04;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;6298;34.2711
2014-04;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;5370;34.206
2014-04;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;6535;29.84291
2014-04;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;7495;46.26543
2014-05;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;5272;33.0761
2014-05;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;7082;37.03781
2014-05;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;5289;44.22611
2014-05;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;5370;56.49064
2014-05;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;5141;54.81395
2014-05;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;10394;62.75054
2014-06;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;9021;56.77155
2014-06;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;3532;28.64326
2014-06;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;9039;48.09514
2014-06;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;7804;40.62467
2014-06;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;5919;61.32408
2014-06;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;9081;63.96422
2014-06;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;5744;59.80841
2014-06;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;8052;64.16448
2014-06;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;11373;66.2492
2014-07;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;839;12.87797
2014-07;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;367;6.69098
2014-07;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;3651;14.39215
2014-07;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;1589;11.87949
2014-07;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;1507;10.57247
2014-07;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;1739;10.72199
2014-07;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;1561;11.02479
2014-07;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;1782;12.52988
2014-07;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;5204;20.87864
2014-07;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;2563;18.02391
2014-07;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;2407;16.93282
2014-07;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;3035;18.16386
2014-07;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2315;14.23739
2014-07;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;3557;21.54582
2014-08;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;601;15.76187
2014-08;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;5768;22.80653
2014-08;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;2348;19.48709
2014-08;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;3719;19.87707
2014-08;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;2748;24.15187
2014-08;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;3196;24.99218
2014-08;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;3709;22.65868
2014-09;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;5516;34.30562
2014-09;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;813;21.13335
2014-09;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1785;27.04955
2014-09;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;2639;22.86234
2014-09;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;8026;31.48933
2014-09;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;5426;28.84789
2014-09;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;4908;25.3591
2014-09;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;3444;36.29848
2014-09;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;3607;37.63172
2014-09;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;4418;42.97247
2014-09;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;4718;36.84786
2014-09;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;6873;39.64811
2014-10;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;11562;35.08314
2014-10;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;4324;29.57997
2014-10;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2637;33.3207
2014-10;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;4626;28.0126
2014-10;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;5814;40.2771
2014-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;3732;46.21672
2014-10;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;8429;56.58566
2014-10;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;4763;49.36263
2014-10;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;5806;56.227
2014-10;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;6174;48.12159
2014-11;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;10842;36.75877
2014-11;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;7201;33.82975
2014-11;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;12410;48.09332
2014-11;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;7589;36.8255
2014-11;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;10546;51.09249
2014-11;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;9822;73.10211
2014-11;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;5659;57.56867
2014-11;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;9674;58.35093
2014-11;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;8059;48.37916
2014-12;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;6581;43.86164
2014-12;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;7906;54.26218
2014-12;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;8377;37.8553
2014-12;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;5578;46.79138
2014-12;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;9344;64.4903
2014-12;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;10485;62.99946
2015-01;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;2210;14.34599
2015-01;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;1160;9.32026
2015-01;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;1122;14.78845
2015-01;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;1446;13.06705
2015-01;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;1542;14.06165
2015-01;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;1484;16.20087
2015-01;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1548;12.93125
2015-01;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;1623;13.69158
2015-01;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;893;5.72252
2015-01;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2228;13.83937
